,date,inpatient_beds_utilization,inpatient_bed_covid_utilization,percent_of_inpatients_with_covid
0,2021-01-01,0.778392173543173,0.172407868739799,0.220622183137298
1,2021-01-02,0.771494567542134,0.17244060475162,0.222718143271591
2,2021-01-03,0.774121679520137,0.179214260989962,0.230674983292493
3,2021-01-04,0.775502392344498,0.198239164086687,0.254724017901542
4,2021-01-05,0.798057886301499,0.200133422281521,0.25
5,2021-01-06,0.825348542458809,0.181058020477816,0.218695248892095
6,2021-01-07,0.828258118937157,0.183219761499148,0.220547523838819
7,2021-01-08,0.8251269035533,0.182486117043998,0.220433436532508
8,2021-01-09,0.804633269214686,0.177757135618983,0.22037269681742
9,2021-01-10,0.776697401508801,0.180702496826069,0.232140915515929
10,2021-01-11,0.791619371925842,0.203117528927991,0.25602700096432
11,2021-01-12,0.8,0.199810156620788,0.249171401515152
12,2021-01-13,0.822163856646615,0.178730321697468,0.21688122923588
13,2021-01-14,0.828944025743077,0.178638618094749,0.214939808622286
14,2021-01-15,0.826134917267713,0.17866323907455,0.215704531346989
15,2021-01-16,0.798173670415152,0.184511612021858,0.230580452411438
16,2021-01-17,0.78739089907635,0.18868731815848,0.239050303555941
17,2021-01-18,0.780994454366012,0.205910300266059,0.262921620965785
18,2021-01-19,0.79448432187382,0.207103981667144,0.25991611743559
19,2021-01-20,0.818035153264838,0.186931915623392,0.227938101212882
20,2021-01-21,0.800184936112979,0.177149647737883,0.220940080457336
21,2021-01-22,0.814661368056143,0.174094945355191,0.213061650992685
22,2021-01-23,0.793658782083543,0.169037940379404,0.212543925034608
23,2021-01-24,0.785125343549596,0.165139157487598,0.209784234138005
24,2021-01-25,0.779570396773286,0.181188963686356,0.231776834445118
25,2021-01-26,0.798438675696012,0.18178360905115,0.2270783847981
26,2021-01-27,0.812646566164154,0.160987570812548,0.197592361975924
27,2021-01-28,0.812671489149414,0.16051040967092,0.196950968273589
28,2021-01-29,0.805368008668834,0.155781854906581,0.192953195038049
29,2021-01-30,0.782008368200837,0.145923109421208,0.186219538494716
30,2021-01-31,0.756253147557495,0.143995253835071,0.189980990718998
31,2021-02-01,0.758577845742139,0.166892153073058,0.219413035192479
32,2021-02-02,0.77566720486276,0.163898223715795,0.210584752035529
33,2021-02-03,0.788466381264165,0.14713111280617,0.185966791644349
34,2021-02-04,0.797418489648814,0.148430227638148,0.185588826579198
35,2021-02-05,0.798234552332913,0.146931499872676,0.183426936526438
